,Year,Charity,Voting link,Title,url
145,2026,Treatment Action Group,https://projectforawesome.com/project-for-awesome-2026-treatment-action-group,Project For Awesome 2026: Treatment Action Group,https://www.youtube.com/watch?v=Jifg4BD7hG8
146,2026,Legacy Youth Leadership,https://projectforawesome.com/project-for-awesome-2026-legacy-youth-leadership-5,Project For Awesome 2026: Legacy Youth Leadership,https://www.youtube.com/watch?v=rDwTH6PTQ5c
147,2026,Thrive Youth Center,https://projectforawesome.com/p4-a-2026-thrive-youth-center,P4A 2026: Thrive Youth Center,https://www.youtube.com/watch?v=xOyMgkwG8FI
148,2026,Caroline Symmes Children’s Cancer Endowment,https://projectforawesome.com/project-for-awesome-2026-caroline-symmes-children-s-cancer-endowment,Project for Awesome 2026 - Caroline Symmes Children’s Cancer Endowment,https://www.youtube.com/watch?v=yNw78EWpS7k
149,2026,Wabanaki Public Health and Wellness,https://projectforawesome.com/wabanaki-public-health-and-wellness-p4-a-2026,Wabanaki Public Health and Wellness - P4A 2026,https://www.youtube.com/watch?v=jqNZFNtLgvw
150,2026,The News Literacy Project,https://projectforawesome.com/project-for-awesome-2026-the-news-literacy-project,Project for Awesome 2026 | The News Literacy Project,https://www.youtube.com/watch?v=VzmgrhL0o2E
151,2026,Shooting Touch,https://projectforawesome.com/shooting-touch-project-for-awesome-2026,Shooting Touch - Project For Awesome 2026 🏀,https://www.youtube.com/watch?v=6kbXbArabKw
152,2026,New Roots Institute,https://projectforawesome.com/project-for-awesome-2026-2,Project For Awesome 2026,https://www.youtube.com/watch?v=WiJ21_bx9PM
153,2026,Camp Fircom Society,https://projectforawesome.com/camp-fircom-project-for-awesome-2026-nomination,Camp Fircom Project for Awesome 2026 Nomination,https://www.youtube.com/watch?v=BZMHJQscNik
154,2026,Ecology Project International,https://projectforawesome.com/alumni-team-for-epi-during-project-for-awesome-2026,Alumni Team for EPI during Project for Awesome 2026!,https://www.youtube.com/watch?v=GQSMtwb9mtM
155,2026,Ecology Project International,https://projectforawesome.com/californios-verdes-for-epi-during-project-for-awesome-2026,Californios Verdes for EPI during Project for Awesome 2026!,https://www.youtube.com/watch?v=LlkQb7Mxn7c
156,2026,Girl Rising,https://projectforawesome.com/girl-rising-project-for-awesome-2026,Girl Rising: Project for Awesome 2026,https://www.youtube.com/watch?v=qJPgWrjIhzY
157,2026,Missoula Urban Demonstration Project (MUD),https://projectforawesome.com/borrowing-tools-and-building-belonging-p4-a2026,Borrowing Tools and Building Belonging #p4A2026,https://www.youtube.com/watch?v=BdWHtPwQgeo
158,2026,Painted Dog Conservation,https://projectforawesome.com/painted-dog-conservation-2026-p4-a-1,Painted Dog Conservation 2026 P4A 1,https://www.youtube.com/watch?v=P-yy5NEoorY
159,2026,AIDS Resource Alliance,https://projectforawesome.com/aids-resource-project-awesome-2026-video,AIDS Resource Project Awesome 2026 video,https://www.youtube.com/watch?v=eRhryuUN8T8
160,2026,The Lift Garage,https://projectforawesome.com/the-lift-garage-project-for-awesome-2026,The Lift Garage | Project for Awesome 2026,https://www.youtube.com/watch?v=U4B2p37aUBg
161,2026,Prison Book Program,https://projectforawesome.com/keeley-project-for-awesome-2026-prison-book-program,Keeley - Project for Awesome 2026 Prison Book Program,https://www.youtube.com/watch?v=EtwuKasK2ps
162,2026,Woodwell Climate Research Center,https://projectforawesome.com/woodwell-climate-research-center-p4-a-2026,Woodwell Climate Research Center P4A 2026,https://www.youtube.com/watch?v=oqnGDHVdLdk
163,2026,Asian Americans United,https://projectforawesome.com/asian-americans-united-project-for-awesome-2026,Asian Americans United | Project for Awesome 2026,https://www.youtube.com/watch?v=LnbjlS7x4tk
164,2026,selfm-aid,https://projectforawesome.com/skills-factory,Skills Factory ,https://www.youtube.com/watch?v=B9K42YMDwPU
165,2026,"Safe Haven, Cambodia",https://projectforawesome.com/project-for-awesome-2026-safe-haven-cambodia,Project For Awesome 2026 - Safe Haven Cambodia,https://www.youtube.com/watch?v=CGpJOqkVRiQ
166,2026,Clinic by the Bay,https://projectforawesome.com/february-8-2026,"February 8, 2026",https://www.youtube.com/watch?v=fND2x9giCqE
167,2026,Paws and Claws Wildlife Rehabilitation,https://projectforawesome.com/p4-a-2026-paws-and-claws-wildlife-rehab,P4A 2026: Paws and Claws Wildlife rehab,https://www.youtube.com/watch?v=quDYOs63pTE
168,2026,HIVSA,https://projectforawesome.com/hivsa-p4-a-2026,HIVSA P4A 2026,https://www.youtube.com/watch?v=qkq1IW1xgpg
169,2026,Fostering Science,https://projectforawesome.com/fostering-science-project-for-awesome-2026,Fostering Science Project for Awesome 2026,https://www.youtube.com/watch?v=263cAZGIoHY
170,2026,Refuge Coffee Co.,https://projectforawesome.com/project-for-awesome-2026-nomination-for-refuge-coffee-co,Project for Awesome 2026 - Nomination for Refuge Coffee Co,https://www.youtube.com/watch?v=L-ddVbcLqWE
171,2026,Literacy for Life,https://projectforawesome.com/literacy-for-life-project-for-awesome-2026,Literacy for Life Project for Awesome 2026,https://www.youtube.com/watch?v=WNoz_tueVXA
172,2026,Paula Sparks World Moot on International Law and Animal Rights,https://projectforawesome.com/please-vote-for-paula-sparks-wmilar-for-project-for-awesome-2026,Please vote for Paula Sparks WMILAR for Project For Awesome 2026,https://www.youtube.com/watch?v=VCIzIav2Tz4
173,2026,Stichting Rescat,https://projectforawesome.com/vote-for-stichting-resact-for-project-4-awesome-to-help-stray-cats-in-bahrain,Vote for Stichting Resact for Project 4 Awesome to help stray cats in Bahrain,https://www.youtube.com/watch?v=1GlbD01Ze08
174,2026,Habibi.Works,https://projectforawesome.com/habibi-works-makes-noise-submission-for-project-for-awesome-2026,Habibi.Works makes noise! - Submission for Project for Awesome 2026,https://www.youtube.com/watch?v=tpG7nCnt4Ow
175,2026,Against Malaria Foundation,https://projectforawesome.com/project-for-awesome-2026-amf,Project for Awesome 2026: AMF,https://www.youtube.com/watch?v=SMjmAzn3NcA
176,2026,Centre for the Governance of AI,https://projectforawesome.com/project-for-awesome-2026-gov-ai,Project for Awesome 2026: GovAI,https://www.youtube.com/watch?v=091QaD6QpBw
177,2026,Drag Story Hour,https://projectforawesome.com/project-for-awesome-2026-drag-story-hour,Project for Awesome 2026 - Drag Story Hour,https://www.youtube.com/watch?v=D6Uxlo1PVVU
178,2026,Legacy Youth Leadership,https://projectforawesome.com/john-roig-legacy-p4-a-2026,JOHN ROIG.LEGACY.P4A.2026,https://www.youtube.com/watch?v=OJGFPNjloJA
179,2026,Lafiya,https://projectforawesome.com/lafiya-saving-lives-through-family-planning-p4-a,Lafiya: Saving Lives Through Family Planning P4A,https://www.youtube.com/watch?v=P4JBkWH9hwo
180,2026,Girl Rising,https://projectforawesome.com/february-7-2026,"February 7, 2026",https://www.youtube.com/watch?v=To9Cp9XQTsY
181,2026,Fistula Foundation,https://projectforawesome.com/project-for-awesome-2026-fistula-foundation,Project for Awesome 2026 | Fistula Foundation,https://www.youtube.com/watch?v=pjhp--j1Xls
182,2026,Cherry Children's Music Outreach,https://projectforawesome.com/cherry-children-s-music-outreach-project-for-awesome-video-2026,Cherry Children's Music Outreach Project For Awesome Video 2026,https://www.youtube.com/watch?v=pb9Ky3anR04
183,2026,Alzheimer's Society,https://projectforawesome.com/kelly-s-story-project-for-awesome-2026,Kelly's story - Project for Awesome 2026,https://www.youtube.com/watch?v=aIATxZx_evo
184,2026,Legacy Youth Leadership,https://projectforawesome.com/project-for-awesome-legacy-youth-leadership,Project for Awesome - Legacy Youth Leadership,https://www.youtube.com/watch?v=oPm1g2kZv9g
185,2026,Alzheimer's Society,https://projectforawesome.com/peter-s-story-project-for-awesome-2026,Peter's Story - Project for Awesome 2026,https://www.youtube.com/watch?v=RkVumJ7GEaE
186,2026,SOSA,https://projectforawesome.com/sosa-s-project-for-awesome-2026-application,SOSA's Project for Awesome 2026 Application!,https://www.youtube.com/watch?v=0x3ZCjTZU_k
187,2026,Ethical Seafood Research,https://projectforawesome.com/project-for-awesome-2026-vote-for-ethical-seafood-research,Project for Awesome 2026: Vote for Ethical Seafood Research!,https://www.youtube.com/watch?v=HXe5mzZXV9g
188,2026,Women's Foundation of Minnesota,https://projectforawesome.com/project-for-awesome-2026-women-s-foundation-of-minnesota,Project For Awesome 2026 - Women's Foundation of Minnesota,https://www.youtube.com/watch?v=7q9zgDWZr9g
189,2026,Tennessee Environmental Council,https://projectforawesome.com/please-vote-tec-s-p4-a-project-for-awesome-2026-video-submission,Please Vote! TEC's P4A Project for Awesome 2026 video submission,https://www.youtube.com/watch?v=OkxY8Mbil2Y
190,2026,Rez Vet,https://projectforawesome.com/project-for-awesome-2026-3,Project for Awesome 2026,https://www.youtube.com/watch?v=ie2aqYm8EhM
191,2026,Habibi.Works,https://projectforawesome.com/the-freeshop-trip-habibi-works-submission-for-project-for-awesome-2026,the freeshop trip - Habibi.Works submission for project for awesome 2026,https://www.youtube.com/watch?v=evjVxKSkyvQ
192,2026,Suubi Teen MOPS Uganda,https://projectforawesome.com/project-for-awesome-2026-suubi-uganda-empowering-families-to-build-lasting-stability,Project for Awesome 2026  Suubi Uganda empowering families to build lasting stability.,https://www.youtube.com/watch?v=Q2-ZN1JSjM8
193,2026,Raven's Journey,https://projectforawesome.com/ravens-journey-pfa-2026,Ravens Journey PFA 2026,https://www.youtube.com/watch?v=ww9Z8WJGZAY
194,2026,Last Chance Ranch,https://projectforawesome.com/last-chance-ranch-2026-project-for-awesome-video,Last Chance Ranch 2026 Project For Awesome Video,https://www.youtube.com/watch?v=p5e3w7OOois
195,2026,cancer research institute,https://projectforawesome.com/project-for-awesome-2026-cancer-research-institute-video,Project for Awesome 2026 Cancer Research Institute Video,https://www.youtube.com/watch?v=kxqfGablltw
196,2026,The Roots of Music,https://projectforawesome.com/the-roots-of-music-project-for-awesome-2026,The Roots of Music: Project for Awesome 2026,https://www.youtube.com/watch?v=8tVGJasmaGk
197,2026,The STIM Project,https://projectforawesome.com/project-for-awesome-2026-the-out-foundation,Project for Awesome 2026 ~ The OUT Foundation,https://www.youtube.com/watch?v=bOJfbTkxCKI
198,2026,ReFOCUS Media Labs,https://projectforawesome.com/re-focus-media-labs-project-for-awesome-2026-2,ReFOCUS Media Labs - Project for Awesome 2026,https://www.youtube.com/watch?v=y93mupnDEzU
199,2026,Ngombor,https://projectforawesome.com/ngombor-project-for-awesome-2026,Ngombor Project for Awesome 2026,https://www.youtube.com/watch?v=kx6mQkvE-Rk
200,2026,KKOOM,https://projectforawesome.com/vote-for-kkoom-for-project-for-awesome-2026,Vote for KKOOM for Project for Awesome 2026,https://www.youtube.com/watch?v=uS4S74Or9dg
201,2026,Free2Luv,https://projectforawesome.com/my-nomination-for-free2-luv-for-project-4-awesome-2026,My Nomination for Free2Luv for Project 4 Awesome 2026!,https://www.youtube.com/watch?v=Dam-wJ97Gp4
202,2026,Baltimore Underground Science Space (BUGSS),https://projectforawesome.com/biology-is-for-everyone-yes-even-you-bugss-p4-a-2026,"Biology is for Everyone (Yes, Even You!) | BUGSS P4A 2026",https://www.youtube.com/watch?v=KFNppGRtT1A
203,2026,Argyle Community Parks Foundation,https://projectforawesome.com/acpf-project-for-awesome-2026,ACPF - Project for Awesome 2026,https://www.youtube.com/watch?v=lKHijnbKIgo
204,2026,Brady United Against Gun Violence,https://projectforawesome.com/brady-united-against-gun-violence-project-for-awesome-2026,Brady United Against Gun Violence | Project for Awesome 2026,https://www.youtube.com/watch?v=OyBQ7y0sPkQ
205,2026,Machine Intelligence Research Institute,https://projectforawesome.com/p4-a-2026-machine-intelligence-research-institute-project-for-awesome-2026,P4A 2026 - Machine Intelligence Research Institute - Project for Awesome 2026,https://www.youtube.com/watch?v=rkRZ_kpdskE
206,2026,Sustainability Matters,https://projectforawesome.com/growing-the-next-generation-project-for-awesome-2026-2,Growing the Next Generation | Project for Awesome 2026,https://www.youtube.com/watch?v=MHUFEvaUabE
207,2026,This Star Won't Go Out,https://projectforawesome.com/project-4-awesome-2026-tswgo,Project 4 Awesome 2026: TSWGO,https://www.youtube.com/watch?v=3ohcRHbWp00
208,2026,Orange County Bird of Prey Center,https://projectforawesome.com/vote-for-oc-bird-of-prey-center-for-project-for-awesome-2026,Vote for OC Bird of Prey Center for Project For Awesome 2026!,https://www.youtube.com/watch?v=4EQN2V3Q3kE
209,2026,Legacy Youth Leadership,https://projectforawesome.com/project-for-awesome-2026-legacy-youth-leadership-3,Project for Awesome 2026 - Legacy Youth Leadership!,https://www.youtube.com/watch?v=Kh-r1b_W3xU
210,2026,Spiro,https://projectforawesome.com/vote-for-tb-charity-spiro-for-project-for-awesome-2026,Vote for TB Charity Spiro for Project for Awesome 2026,https://www.youtube.com/watch?v=aZGbaeaEnxo
211,2026,Legacy Youth Leadership,https://projectforawesome.com/moses-bernasconi-project-for-awesome-2026-legacy-youth-leadership,Moses Bernasconi Project For Awesome 2026: Legacy Youth Leadership ,https://www.youtube.com/watch?v=52cfmvYTKx8
212,2026,A Cat's Life Rescue,https://projectforawesome.com/project-for-awesome-2026-a-cat-s-life-rescue,Project for Awesome 2026: A Cat's Life Rescue,https://www.youtube.com/watch?v=UiNg2fqAh58
213,2026,Makoce Agriculture Development,https://projectforawesome.com/project-for-awesome-2026-vote-for-makoce-agriculture-development,Project For Awesome 2026: Vote for Makoce Agriculture Development!,https://www.youtube.com/watch?v=Y91xCMTy2IA
214,2026,United Mitochondrial Disease Foundation,https://projectforawesome.com/i-had-to-use-mitochondria-to-make-this-video-project-for-awesome-2026,I had to use mitochondria to make this video | Project for Awesome 2026,https://www.youtube.com/watch?v=6_k42tSwGf0
215,2026,Nonhuman Rights Project,https://projectforawesome.com/the-nonhuman-rights-project-project-for-awesome-2026,The Nonhuman Rights Project - Project for Awesome 2026,https://www.youtube.com/watch?v=JHRzX29myKY
216,2026,Casa Youth Shelter,https://projectforawesome.com/vote-for-casa-youth-shelter-for-project-for-awesome-2026,Vote for Casa Youth Shelter for Project for Awesome 2026!,https://www.youtube.com/watch?v=uv6ugJS1IAo
217,2026,Coffin-Siris Syndrome Foundation,https://projectforawesome.com/coffin-siris-syndrome-foundation-project-for-awesome-video-2026,Coffin Siris Syndrome Foundation Project for Awesome Video 2026,https://www.youtube.com/watch?v=QqQHu8RKjV8
218,2026,Patterson-McCallum-Mareta Charitable Pharmacy (PMMCP),https://projectforawesome.com/patterson-mc-callum-mareta-charitable-pharmacy-pmmcp-p4-a-2026,Patterson-McCallum-Mareta Charitable Pharmacy (PMMCP) | P4A 2026,https://www.youtube.com/watch?v=FObgO4vXP_k
219,2026,Samos Volunteers,https://projectforawesome.com/samos-volunteers-project-for-awesome-2026,Samos Volunteers - Project For Awesome 2026,https://www.youtube.com/watch?v=ymCYAYD9iZE
220,2026,RESCU Foundation,https://projectforawesome.com/rescu-foundation-project-for-awesome-2026-nomination,RESCU Foundation | Project for Awesome 2026 Nomination,https://www.youtube.com/watch?v=BkhOIClqbN0
221,2026,Stichting Matchis,https://projectforawesome.com/project-for-awesome-2026-stichting-matchis,Project for Awesome 2026 - Stichting Matchis,https://www.youtube.com/watch?v=2XBRvCf_LH4
222,2026,International Campaign to Abolish Nuclear Weapons,https://projectforawesome.com/ban-all-nuclear-weapons-project-for-awesome-2026,Ban all nuclear weapons! | Project for Awesome 2026,https://www.youtube.com/watch?v=6omwvAgp08I
223,2026,Good Food Institute,https://projectforawesome.com/support-the-magical-good-food-institute-project-for-awesome-2026,Support the magical Good Food Institute! | Project for Awesome 2026,https://www.youtube.com/watch?v=g2LadqdubpQ
224,2026,NC Robotics Initiative,https://projectforawesome.com/nc-robotics-initiative-pfa-submission-2026,NC Robotics Initiative PFA Submission 2026,https://www.youtube.com/watch?v=f6YOlOgRH3s
225,2026,Allied Scholars for Animal Protection (ASAP),https://projectforawesome.com/vote-asap-to-save-animals-and-planet-p4a2026,Vote ASAP to Save Animals and Planet #p4a2026,https://www.youtube.com/watch?v=--_0vxICQKk
226,2026,Merced Housing Texas,https://projectforawesome.com/project-for-awesome-2026-merced-housing-texas,Project for Awesome 2026 - Merced Housing Texas,https://www.youtube.com/watch?v=69OtWkLdRPo
227,2026,Legacy Youth Leadership,https://projectforawesome.com/project-for-awesome-2026-legacy-youth-leadership,Project For Awesome 2026 - Legacy Youth Leadership,https://www.youtube.com/watch?v=RGGshVDQXJE
228,2026,St. Jude Children's Research Hospital,https://projectforawesome.com/project-for-awesome-2026-6,Project For Awesome 2026,https://www.youtube.com/watch?v=QRRF235rMUQ
229,2026,Liberty in North Korea,https://projectforawesome.com/project-for-awesome-2026-vote-for-liberty-in-north-korea,Project For Awesome 2026: Vote for Liberty in North Korea!,https://www.youtube.com/watch?v=HRxPZDEn8jo
230,2026,VEAP,https://projectforawesome.com/p4-a-veap-food-pantry-delivering-groceries-to-neighbors-sheltering-from-ice,P4A VEAP - food pantry delivering groceries to neighbors sheltering from ICE,https://www.youtube.com/watch?v=qqrhf-ZoBTg
231,2026,Uplift,https://projectforawesome.com/uplift-organization-project-for-awesome-2026,Uplift Organization | Project for Awesome 2026,https://www.youtube.com/watch?v=OFnDW3ELQK0
232,2026,Habitat for Humanity of Greater Charlottesville,https://projectforawesome.com/habitat-for-humanity-of-greater-charlottesville-project-for-awesome-2026,Habitat for Humanity of Greater Charlottesville: Project for Awesome 2026,https://www.youtube.com/watch?v=IHRV1FiB_uM
233,2026,Prison Book Program,https://projectforawesome.com/project-4-awesome-2026-prison-book-program-eliana,Project 4 Awesome 2026 - Prison Book Program - Eliana!,https://www.youtube.com/watch?v=6biGmfolHR4
234,2026,"Renesting Project, Inc.",https://projectforawesome.com/vote-for-renesting-for-project-for-awesome-2026,Vote for Renesting for Project for Awesome 2026!,https://www.youtube.com/watch?v=Oh26KaeaPj0
235,2026,Time Out Youth,https://projectforawesome.com/project-for-awesome-2026-time-out-youth,Project for Awesome 2026: Time Out Youth,https://www.youtube.com/watch?v=OfKmzS1QjYA
236,2026,Thirst Project,https://projectforawesome.com/thirst-project-for-project-for-awesome-2026-2,Thirst Project for Project for Awesome 2026,https://www.youtube.com/watch?v=4l1tGwcW9_g
237,2026,FoodWhat?!,https://projectforawesome.com/food-what-p4-a-2026,FoodWhat P4A 2026,https://www.youtube.com/watch?v=jReeEwUppSQ
238,2026,Therapies Unite,https://projectforawesome.com/p4-a-2026-therapies-unite,P4A 2026 - Therapies Unite,https://www.youtube.com/watch?v=xaNWx9syLtU
239,2026,Furkids Animal Rescue & Shelters,https://projectforawesome.com/project-for-awesome-2026-furkids-animal-rescue-and-shelters,Project for Awesome 2026: Furkids Animal Rescue & Shelters,https://www.youtube.com/watch?v=8cTnP2jRSWA
240,2026,"Phoenix No Limits Karate, Inc",https://projectforawesome.com/phoenix-no-limits-project-for-awesome,Phoenix No Limits Project for Awesome!,https://www.youtube.com/watch?v=Bpif1XrSXZc
241,2026,Melodies of Liberation,https://projectforawesome.com/melodies-of-liberation-for-the-2026-project-for-awesome,Melodies of Liberation for the 2026 Project for Awesome,https://www.youtube.com/watch?v=qYhLve_LdGY
242,2026,Coalition Against Trafficking in Women,https://projectforawesome.com/sex-trafficking,Sex trafficking,https://www.youtube.com/watch?v=KuzL7Qj6cro
243,2026,Wellness in the Schools,https://projectforawesome.com/wellness-in-the-school-s-project-for-awesome-grant-nomination,Wellness in the School's Project for Awesome Grant Nomination,https://www.youtube.com/watch?v=203b3pIlWGo
244,2026,West Suburban Humane Society,https://projectforawesome.com/project-for-awesome-2026-west-suburban-humane-society,Project For Awesome 2026 - West Suburban Humane Society,https://www.youtube.com/watch?v=tDhvLf-Uyq4
245,2026,Hear Your Song,https://projectforawesome.com/hear-your-song-project-for-awesome-2026,Hear Your Song — Project for Awesome 2026,https://www.youtube.com/watch?v=71vbTBtHov8
246,2026,The Marfan Trust,https://projectforawesome.com/the-marfan-trust-p4-a-2026,The Marfan Trust - P4A 2026,https://www.youtube.com/watch?v=kO5oi8aRhtw
247,2026,Thirst Project,https://projectforawesome.com/thirst-project-2026-project-for-awesome-by-damon-brown,"THIRST PROJECT....2026 Project For Awesome, by Damon Brown",https://www.youtube.com/watch?v=N3Qkbz63thg
248,2026,Yoga and Sports for Refugees,https://projectforawesome.com/yoga-and-sport-with-refugees-project-for-awesome-2026-nomination,Yoga and Sport with Refugees - Project for Awesome 2026 Nomination,https://www.youtube.com/watch?v=N9eGhxCiNUI
249,2026,Cure CLCN6,https://projectforawesome.com/project-for-awesome-2026-nomination-video,Project For Awesome 2026 Nomination Video,https://www.youtube.com/watch?v=YJUQQ4CRwOc
250,2026,UEEH,https://projectforawesome.com/project-for-awesome-2026-the-ueeh,Project for Awesome 2026 – The UEEH,https://www.youtube.com/watch?v=syEqnF1jk88
251,2026,Campaign Against Living Miserably,https://projectforawesome.com/project-for-awesome-2026-talk-about-calm,Project For Awesome 2026 | TALK ABOUT CALM,https://www.youtube.com/watch?v=BoWMvWJ9he8
252,2026,Animal Wonders,https://projectforawesome.com/animal-wonders-project-for-awesome-2026,Animal Wonders: Project for Awesome 2026,https://www.youtube.com/watch?v=n1VMOKKd9i0
253,2026,Thirst Project,https://projectforawesome.com/vote-thirst-project-for-project-for-awesome-p4-a-2026-2,Vote Thirst Project for Project for Awesome (P4A) 2026!!!!!!,https://www.youtube.com/watch?v=uc3egqRfJ6Y
254,2026,Thirst Project,https://projectforawesome.com/vote-thirst-project-for-project-for-awesome-p4-a-2026-1,Vote Thirst Project for Project for Awesome (P4A) 2026!!!!!!,https://www.youtube.com/watch?v=FnBVP_miKnQ
255,2026,Convergence Communautaire du Faso (COCOFA),https://projectforawesome.com/project-for-awesome-2026-4,Project for Awesome 2026,https://www.youtube.com/watch?v=fSB0AA9ZEHk
256,2026,Ocean Rescue Alliance International,https://projectforawesome.com/help-save-coral-reefs-vote-orai-for-project-for-awesome,Help Save Coral Reefs — Vote ORAI for Project for Awesome,https://www.youtube.com/watch?v=RU5mfZ9KwuI
257,2026,EmpowerVan,https://projectforawesome.com/empower-van-project-for-awesome-decrease-world-suck-with-self-defense,EmpowerVan - Project for Awesome - Decrease World Suck with Self-Defense,https://www.youtube.com/watch?v=OL1sryh8144
258,2026,Kate's Club,https://projectforawesome.com/project-for-awesome-2026-kate-s-club,Project for Awesome 2026 - Kate's Club,https://www.youtube.com/watch?v=7kvLzBy2NLM
259,2026,ProVeg International,https://projectforawesome.com/project-for-awesome-2026-writing-the-next-chapter-of-our-food-story-with-pro-veg,Project for Awesome 2026: Writing the Next Chapter of Our Food Story with ProVeg,https://www.youtube.com/watch?v=J3Lzjs0IQXw
260,2026,Trans Up Front IL,https://projectforawesome.com/project-for-awesome-2026-trans-up-front-il,Project For Awesome 2026 - Trans Up Front IL,https://www.youtube.com/watch?v=s8ZlYKk1ExI
261,2026,The Camp Tanamakoon Charitable Foundation Inc. o/a Camp Maple Leaf,https://projectforawesome.com/project-for-awesome-2026-submission,Project for Awesome 2026 Submission,https://www.youtube.com/watch?v=Jx5sftQn5xk
262,2026,S.A.L.V.E. International,https://projectforawesome.com/project-for-awesome-application-2026,Project for Awesome Application 2026,https://www.youtube.com/watch?v=XRBauSRGMMU
263,2026,NephCure Kidney International,https://projectforawesome.com/project-for-awesome-2026-neph-cure,Project For Awesome 2026: NephCure!,https://www.youtube.com/watch?v=cvzjc0DaJYg
264,2026,Liberty in North Korea,https://projectforawesome.com/p4-a-2026-vote-for-liberty-in-north-korea,P4A 2026: Vote for Liberty in North Korea!,https://www.youtube.com/watch?v=HDiqimh07HY
265,2026,Print the Love,https://projectforawesome.com/project-4-awesome-2026-print-the-love,Project 4 Awesome 2026 - Print the Love,https://www.youtube.com/watch?v=FDTW8CHRwNk
266,2026,Second Tree,https://projectforawesome.com/vote-for-second-tree-project-for-awesome-26,Vote for Second Tree! - Project for Awesome '26,https://www.youtube.com/watch?v=H2_Voeqnrps
267,2026,HeartBrothers Foundation,https://projectforawesome.com/heart-brothers-foundation-2026-project-for-awesome-submission,HeartBrothers Foundation - 2026 Project for Awesome Submission,https://www.youtube.com/watch?v=mHW0Mm5E-N8
268,2026,Native Land Conservancy,https://projectforawesome.com/project-for-awesome-2026-save-sibley-prairie-by-michigan-land-conservancy,Project For awesome 2026: Save Sibley Prairie by Michigan Land Conservancy,https://www.youtube.com/watch?v=vbCfxFuwpE8
269,2026,Casa Belen,https://projectforawesome.com/project-for-awesome-2026-cb,Project for awesome 2026 cb,https://www.youtube.com/watch?v=ZetuBlXgf84
270,2026,ASISTA Immigration Assistance,https://projectforawesome.com/don-t-forget-to-vote-for-asista-at-project-4-awesome-2026,Don't forget to vote for ASISTA at Project 4 Awesome 2026!,https://www.youtube.com/watch?v=CvFlR3XORAw
271,2026,Habibi.Works,https://projectforawesome.com/an-organization-i-love-habibi-works-project-for-awesome-2026-submission,"An organization I love: Habibi.Works, Project For Awesome 2026 submission",https://www.youtube.com/watch?v=sRFcO6vslx0
272,2026,Summit Assistance Dogs,https://projectforawesome.com/summit-assistance-dogs-and-project-for-awesome-2026,Summit Assistance Dogs & Project for Awesome 2026!,https://www.youtube.com/watch?v=EeZMcmz-ngM
273,2026,"Carabiner Collections, Inc.",https://projectforawesome.com/carabiner-collections-lgbtqia-library-project-for-awesome-2026-2,Carabiner Collections LGBTQIA+ Library | Project For Awesome 2026,https://www.youtube.com/watch?v=7jAeovscAuA
274,2026,Ethical Society of St. Louis,https://projectforawesome.com/project-for-awesome-video-a-place-to-belong,Project for Awesome Video: A Place to Belong,https://www.youtube.com/watch?v=vQsFzgxd1uc
275,2026,PKD Foundation of Canada,https://projectforawesome.com/pkd-the-most-common-kidney-disease-you-ve-probably-never-heard-of-project-for-awesome-2026,PKD: The most common kidney disease you’ve probably never heard of | Project for Awesome 2026,https://www.youtube.com/watch?v=cjYFtLDGRI0
276,2026,Native American Community Services of Erie & Niagara Counties,https://projectforawesome.com/community-in-action-native-american-community-services-of-erie-and-niagara-county,Community in Action | Native American Community Services of Erie & Niagara County,https://www.youtube.com/watch?v=CyJ6aic-pjQ
277,2026,immigration equality,https://projectforawesome.com/project-for-awesome-immigration-equality,Project for awesome IMMIGRATION EQUALITY . ,https://www.youtube.com/watch?v=W6e8ddu_y_E
278,2026,Camp Quest,https://projectforawesome.com/camp-quest-2026-project-for-awesome-1,Camp Quest 2026 Project for Awesome,https://www.youtube.com/watch?v=bPp0jaqbnZM
279,2026,Ten by Three,https://projectforawesome.com/project-for-awesome-2026-10,Project For Awesome - 2026,https://www.youtube.com/watch?v=27vEZZwKETQ
280,2026,Archaeology in the Community,https://projectforawesome.com/aitc-project-for-awesome-2026-matt-palus,AITC Project for Awesome 2026: Matt Palus,https://www.youtube.com/watch?v=yE7UOvnmwTA
281,2026,Archaeology in the Community,https://projectforawesome.com/aitc-project-for-awesome-2026-ruth-trocolli,AITC Project for Awesome 2026: Ruth Trocolli,https://www.youtube.com/watch?v=-fAPF6eXLUM
282,2026,Golden Eagle Partnership,https://projectforawesome.com/golden-eagle-partnership-project-for-awesome-2026,Golden Eagle Partnership - Project for Awesome 2026!,https://www.youtube.com/watch?v=wmzMU3FvATI
283,2026,Doctors Against Animal Experiments,https://projectforawesome.com/doctors-against-animal-experiments-project-for-awesome-2026-how-to-rescue-animals-and-humans,Doctors Against Animal Experiments | Project For Awesome 2026 | How to rescue animals and humans,https://www.youtube.com/watch?v=0ehSNWXAJy8
284,2026,Second Harvest Heartland,https://projectforawesome.com/2026-project-for-awesome-second-harvest-heartland,2026 Project for Awesome - Second Harvest Heartland,https://www.youtube.com/watch?v=P6MwNXawfEU
285,2026,An Open Book Foundation,https://projectforawesome.com/2026-project-4-awesome-an-open-book-foundation,2026 Project 4 Awesome - An Open Book Foundation,https://www.youtube.com/watch?v=FFV_9UNOxrE
